market,period,metric,value,edition,source_file
Silicon Valley,H2 2024,under_construction_mw,167.8,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2024,under_construction_yoy_change_pct,26.0,H2 2024,data/raw/market_reports/2026-09-21/cbre_h2_2024_overview_infogram/fig4_FIG_04_3aae2487-5ed2-4456-9df5-3498a86f5067_table1.csv
Silicon Valley,H2 2024,vacancy_pct,5.5,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2024,vacancy_pct,5.5,H2 2024,data/raw/market_reports/2026-09-21/cbre_h2_2024_overview_infogram/fig1_FIG_01_dc45d87f-b681-49f0-8de7-b35b2ff4a4bf_table1.csv
Silicon Valley,H2 2024,vacancy_pct,5.5,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2024,vacancy_yoy_change_bps,-174.0,H2 2024,data/raw/market_reports/2026-09-21/cbre_h2_2024_overview_infogram/fig1_FIG_01_dc45d87f-b681-49f0-8de7-b35b2ff4a4bf_table1.csv
Silicon Valley,H1 2025,available_mw,21.6,H1 2025,data/raw/market_reports/2026-09-21/cbre_h1_2025_overview_infogram/fig1_Fig_1_8632636a-8bc5-4fc3-bced-c47ebb5a8799_table1.csv
Silicon Valley,H1 2025,inventory_mw,484.4,H1 2025,data/raw/market_reports/2026-09-21/cbre_h1_2025_overview_infogram/fig1_Fig_1_8632636a-8bc5-4fc3-bced-c47ebb5a8799_table1.csv
Silicon Valley,H1 2025,inventory_yoy_change_mw,25.2,H1 2025,data/raw/market_reports/2026-09-21/cbre_h1_2025_overview_infogram/fig1_Fig_1_8632636a-8bc5-4fc3-bced-c47ebb5a8799_table1.csv
Silicon Valley,H1 2025,net_absorption_mw,20.9,H1 2025,data/raw/market_reports/2026-09-21/cbre_h1_2025_overview_infogram/fig1_Fig_1_8632636a-8bc5-4fc3-bced-c47ebb5a8799_table1.csv
Silicon Valley,H1 2025,net_absorption_yoy_change_mw,-12.4,H1 2025,data/raw/market_reports/2026-09-21/cbre_h1_2025_overview_infogram/fig1_Fig_1_8632636a-8bc5-4fc3-bced-c47ebb5a8799_table1.csv
Silicon Valley,H1 2025,new_deliveries_mw,16.0,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2025,new_deliveries_mw,16.0,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2025,preleased_mw,115.0,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2025,preleased_mw,115.0,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2025,rental_rate_kw_month,$175-$275,H1 2025,data/raw/market_reports/2026-09-21/cbre_h1_2025_overview_infogram/fig1_Fig_1_8632636a-8bc5-4fc3-bced-c47ebb5a8799_table1.csv
Silicon Valley,H1 2025,total_inventory_mw,484.4,H1 2025,data/raw/market_reports/2026-09-21/cbre_h1_2025_overview_infogram/fig6_Fig_6_4fe54d64-82bb-4e4d-9109-a9cd6ea104d6_table1.csv
Silicon Valley,H1 2025,under_construction_mw,148.8,H1 2025,data/raw/market_reports/2026-09-21/cbre_h1_2025_overview_infogram/fig6_Fig_6_4fe54d64-82bb-4e4d-9109-a9cd6ea104d6_table1.csv
Silicon Valley,H1 2025,under_construction_mw,148.8,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2025,under_construction_mw,148.8,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2025,under_construction_yoy_change_pct,-4.0,H1 2025,data/raw/market_reports/2026-09-21/cbre_h1_2025_overview_infogram/fig4_Fig_4_8ce98984-5786-4dee-91ec-ba6180f8295d_table1.csv
Silicon Valley,H1 2025,vacancy_pct,4.5,H1 2025,data/raw/market_reports/2026-09-21/cbre_h1_2025_overview_infogram/fig1_Fig_1_8632636a-8bc5-4fc3-bced-c47ebb5a8799_table1.csv
Silicon Valley,H1 2025,vacancy_pct,4.5,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H1 2025,vacancy_pct,4.5,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H1 2025,vacancy_yoy_change_bps,-190.0,H1 2025,data/raw/market_reports/2026-09-21/cbre_h1_2025_overview_infogram/fig1_Fig_1_8632636a-8bc5-4fc3-bced-c47ebb5a8799_table1.csv
Silicon Valley,H2 2025,available_mw,23.2,H2 2025,data/raw/market_reports/2026-09-21/cbre_h2_2025_overview_infogram/fig1_Fig_1_16ca76e0-c5cc-4ffc-89c2-7d514de0a415_table1.csv
Silicon Valley,H2 2025,inventory_mw,489.2,H2 2025,data/raw/market_reports/2026-09-21/cbre_h2_2025_overview_infogram/fig1_Fig_1_16ca76e0-c5cc-4ffc-89c2-7d514de0a415_table1.csv
Silicon Valley,H2 2025,inventory_yoy_change_mw,20.8,H2 2025,data/raw/market_reports/2026-09-21/cbre_h2_2025_overview_infogram/fig1_Fig_1_16ca76e0-c5cc-4ffc-89c2-7d514de0a415_table1.csv
Silicon Valley,H2 2025,net_absorption_mw,-1.4,H2 2025,data/raw/market_reports/2026-09-21/cbre_h2_2025_overview_infogram/fig1_Fig_1_16ca76e0-c5cc-4ffc-89c2-7d514de0a415_table1.csv
Silicon Valley,H2 2025,net_absorption_yoy_change_mw,-46.6,H2 2025,data/raw/market_reports/2026-09-21/cbre_h2_2025_overview_infogram/fig1_Fig_1_16ca76e0-c5cc-4ffc-89c2-7d514de0a415_table1.csv
Silicon Valley,H2 2025,new_deliveries_mw,13.8,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2025,new_deliveries_mw,13.8,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2025,preleased_mw,121.4,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2025,preleased_mw,121.4,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2025,rental_rate_kw_month,$180-$275,H2 2025,data/raw/market_reports/2026-09-21/cbre_h2_2025_overview_infogram/fig1_Fig_1_16ca76e0-c5cc-4ffc-89c2-7d514de0a415_table1.csv
Silicon Valley,H2 2025,total_inventory_mw,489.2,H2 2025,data/raw/market_reports/2026-09-21/cbre_h2_2025_overview_infogram/fig6_Fig_6_ea142ee8-b0f1-4ca0-9aa1-d28b3454e6a6_table1.csv
Silicon Valley,H2 2025,under_construction_mw,144.0,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2025,under_construction_mw,144.0,H2 2025,data/raw/market_reports/2026-09-21/cbre_h2_2025_overview_infogram/fig6_Fig_6_ea142ee8-b0f1-4ca0-9aa1-d28b3454e6a6_table1.csv
Silicon Valley,H2 2025,under_construction_mw,144.0,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2025,under_construction_yoy_change_pct,-14.0,H2 2025,data/raw/market_reports/2026-09-21/cbre_h2_2025_overview_infogram/fig4_Fig_4_cbd7c3b5-fc6a-401d-821f-3113b9a480c5_table1.csv
Silicon Valley,H2 2025,vacancy_pct,4.7,H1 2026 chapter history,data/raw/market_reports/2026-09-21/cbre_h1_2026_silicon_valley_infogram/fig2_Silicon_Valley_Fig_1_24055fdc-ac59-4de3-a70e-0be1bfb25cf9_table1.csv
Silicon Valley,H2 2025,vacancy_pct,4.7,H2 2025,data/raw/market_reports/2026-09-21/cbre_h2_2025_overview_infogram/fig1_Fig_1_16ca76e0-c5cc-4ffc-89c2-7d514de0a415_table1.csv
Silicon Valley,H2 2025,vacancy_pct,4.7,H2 2025 chapter history,data/raw/market_reports/2026-09-21/cbre_h2_2025_silicon_valley_infogram/fig2_Silicon_Valley_FIG01_ece2759c-ff47-43f2-a2a0-b220281a1342_table1.csv
Silicon Valley,H2 2025,vacancy_yoy_change_bps,-76.0,H2 2025,data/raw/market_reports/2026-09-21/cbre_h2_2025_overview_infogram/fig1_Fig_1_16ca76e0-c5cc-4ffc-89c2-7d514de0a415_table1.csv
Silicon Valley,H1 2026,available_mw,21.2,H1 2026,data/raw/market_reports/2026-09-21/cbre_h1_2026_overview_infogram/fig1_Fig_1_69f04b2e-aa60-4094-9cc1-caeb3cb6cf28_table1.csv
Silicon Valley,H1 2026,inventory_mw,509.2,H1 2026,data/raw/market_reports/2026-09-21/cbre_h1_2026_overview_infogram/fig1_Fig_1_69f04b2e-aa60-4094-9cc1-caeb3cb6cf28_table1.csv
Silicon Valley,H1 2026,inventory_yoy_change_mw,33.8,H1 2026,data/raw/market_reports/2026-09-21/cbre_h1_2026_overview_infogram/fig1_Fig_1_69f04b2e-aa60-4094-9cc1-caeb3cb6cf28_table1.csv
Silicon Valley,H1 2026,net_absorption_mw,22.0,H1 2026,data/raw/market_reports/2026-09-21/cbre_h1_2026_overview_infogram/fig1_Fig_1_69f04b2e-aa60-4094-9cc1-caeb3cb6cf28_table1.csv
